python trading_bot.py
2026-07-08 10:55:29,108 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 10:56:34,799 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 10:56:34,800 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 10:57:39,924 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 10:57:39,925 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 10:58:45,160 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 10:58:45,160 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 10:59:50,152 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 10:59:50,152 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 11:00:55,436 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 11:00:55,436 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 11:02:00,544 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 11:02:00,544 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 11:03:06,251 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 11:03:06,253 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 11:04:11,617 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 11:04:11,618 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 11:05:17,469 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 11:05:17,470 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 11:06:22,537 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 11:06:22,537 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 11:07:27,890 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 11:07:27,891 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 11:08:32,982 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 11:08:32,982 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 11:09:38,031 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 11:09:38,032 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 11:10:43,163 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 11:10:43,164 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 11:11:48,324 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 11:11:48,325 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 11:12:53,615 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 11:12:53,616 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 11:14:03,025 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 11:14:03,027 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 11:15:08,148 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 11:15:08,149 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 11:16:13,441 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 11:16:13,443 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 11:17:18,643 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 11:17:18,644 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 11:18:24,122 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 11:18:24,124 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 11:19:31,647 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 11:19:31,647 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 11:20:36,988 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 11:20:36,989 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 11:21:42,020 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 11:21:42,021 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 11:22:47,526 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 11:22:47,527 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 11:23:52,651 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 11:23:52,653 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 11:24:58,456 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 11:24:58,457 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 11:26:03,552 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 11:26:03,553 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 11:27:09,262 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 11:27:09,263 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 11:28:14,300 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 11:28:14,301 | WARNING | No data for TATAMOTORS — skipping
